rest_id,rest_name,locality,cuisines,cost_for_two,ratings,votes
17113387,Jeff Ruby's Steakhouse,Downtown,"['Seafood', 'Steak']",Priciest,4.3,317
17117099,Incline Public House,Price Hill/Fairmount,"['Pizza', 'Sandwich']",Moderately_priced,4.4,270
17112027,Arnold's Bar & Grill,Downtown,"['Burger', 'Bar Food', 'Sandwich']",Moderately_priced,4.3,319
17114989,Tellers of Hyde Park,Hyde Park/Mount Lookout,"['Breakfast', 'International']",Pricey,4.1,322
17112747,Dilly Café,Mariemont,['Cafe'],Moderately_priced,4.3,292
17115340,Gordo's Pub & Grill,Norwood,"['Burger', 'Bar Food', 'Sandwich']",Moderately_priced,4.4,268
17113612,Lemon Grass Thai Cuisine,Hyde Park/Mount Lookout,"['Thai', 'Vietnamese']",Inexpensive,4.5,284
17112864,The Echo Restaurant,Hyde Park/Mount Lookout,"['American', 'Breakfast', 'Diner']",Inexpensive,4.3,271
17116048,Newport Pizza Company,Campbell County,"['Italian', 'Pizza', 'Sandwich']",Inexpensive,4.6,247
17112872,El Pueblo,Blue Ash,['Mexican'],Moderately_priced,4.3,213
17113519,Krishna,Clifton/Avondale,['Indian'],Inexpensive,4.9,250
17114322,Pompilio's Italian Restaurant,Campbell County,"['Burger', 'Italian', 'Bar Food']",Moderately_priced,4.0,254
17115322,Aladdin's Eatery,West Chester,"['Mediterranean', 'Vegetarian', 'Lebanese']",Moderately_priced,4.5,226
17116103,Shaan Indian Cuisine,Hyde Park/Mount Lookout,['Indian'],Moderately_priced,4.6,249
17116312,Taqueria Mercado 3,Downtown,['Mexican'],Inexpensive,4.3,234
17113702,Maggiano's,Deer Park/Madeira,['Italian'],Pricey,4.3,255
17117303,Mazunte Taqueria Mexicana,Madisonville,['Mexican'],Inexpensive,4.3,202
17113508,Knotty Pine on the Bayou,Cold Spring/Alexandria,"['Seafood', 'Southern', 'Cajun']",Pricey,4.6,231
17113995,Nicholson's,Downtown,[],Moderately_priced,4.1,209
17115251,Wild Ginger,Hyde Park/Mount Lookout,"['Sushi', 'Thai', 'Japanese']",Moderately_priced,4.1,239
17116432,Jean-Robert's Table,Downtown,['French'],Priciest,4.2,211
17114873,Sugar n' Spice,Norwood,"['American', 'Diner', 'Sandwich']",Moderately_priced,4.4,194
17113999,Nicola's,Over-the-Rhine/Mount Auburn,['Italian'],Priciest,4.2,210
17112160,Blue Ash Chili,Blue Ash,"['Breakfast', 'Sandwich', 'Chili']",Inexpensive,4.2,211
17114355,Primavista,Price Hill/Fairmount,"['International', 'Italian', 'Vegetarian']",Pricey,4.2,215
17116031,Wildflower Cafe,Mason,"['American', 'Coffee and Tea']",Pricey,4.3,223
17116369,Flipdaddy's Burgers & Beers,Mariemont,"['Burger', 'Sandwich', 'Healthy Food']",Moderately_priced,4.2,211
17116132,Ichiban Japanese Cuisine,Hyde Park/Mount Lookout,"['Japanese', 'Sushi']",Pricey,4.6,196
17113219,Greek Isles,West Chester,"['European', 'Greek', 'Healthy Food']",Pricey,4.4,196
17111907,Kung Food Chu's AmerAsia,Covington,['Chinese'],Inexpensive,4.5,169
17114611,Silver Spring House,Symmes,"['Burger', 'Healthy Food']",Moderately_priced,4.3,217
17117285,Yard House,Downtown,"['Burger', 'Bar Food', 'Seafood']",Pricey,3.8,192
17114474,Riverside Korean,Covington,['Korean'],Moderately_priced,4.4,209
17113525,La Mexicana,Campbell County,['Mexican'],Inexpensive,4.5,188
17115001,Thai Express,Clifton/Avondale,['Thai'],Inexpensive,4.9,194
17115280,The Works,Loveland,"['Italian', 'Pizza']",Moderately_priced,4.2,202
17114354,Price Hill Chili,Price Hill/Fairmount,"['Chili', 'Diner']",Inexpensive,4.5,214
17116262,El Jinete Mexican Restaurant,Fairfax,"['Mexican', 'Tex-Mex']",Inexpensive,4.8,201
17116993,Brewriver GastroPub,Walnut Hills/Mount Adams,"['Bar Food', 'Burger']",Pricey,4.0,175
17112352,Cactus Pear,Clifton/Avondale,"['Southwestern', 'Tex-Mex']",Pricey,3.9,201
17113240,Habanero,Clifton/Avondale,"['Latin American', 'Mexican']",Inexpensive,4.1,192
17112079,Bangkok Bistro,Hyde Park/Mount Lookout,"['Asian', 'Sushi', 'Thai']",Moderately_priced,4.4,191
17116325,Sultan's Mediterranean Cuisine,West Chester,"['Mediterranean', 'Middle Eastern', 'Turkish']",Moderately_priced,4.3,176
17114374,Quatman Cafe,Norwood,"['Burger', 'Bar Food', 'Chili', 'Cafe']",Inexpensive,4.3,181
17112201,The BonBonerie,Hyde Park/Mount Lookout,"['Breakfast', 'European']",Inexpensive,4.2,187
17113196,Grand Finale Restaurant,Springdale,"['American', 'Steak']",Pricey,4.0,185
17111888,Aglamesis Brothers,Oakley/Pleasant Ridge,"['Desserts', 'Ice Cream']",Inexpensive,4.5,199
17114889,Sweet Basil,Crescent Springs/Fort Wright,"['Sushi', 'Thai', 'Vegetarian']",Moderately_priced,4.3,170
17113368,Jag's Steak & Seafood/Piano Bar,West Chester,"['Seafood', 'Steak', 'Sushi']",Priciest,4.0,177
17114057,Original Pancake House,Montgomery,"['Breakfast', 'Diner', 'Sandwich']",Inexpensive,4.2,193
17115964,McCormick & Schmick's Seafood Restaurant,Downtown,"['Seafood', 'Steak']",Pricey,3.9,165
17112135,Betta's Italian Oven,Norwood,"['Italian', 'Pizza', 'Sandwich']",Moderately_priced,4.3,165
17112056,Baba India,Oakley/Pleasant Ridge,"['Indian', 'Pakistani']",Moderately_priced,4.2,195
17114051,Orchids at Palm Court,Downtown,['American'],Priciest,4.1,164
17116201,Suzie Wong's on Madison,Walnut Hills/Mount Adams,"['Asian', 'Thai', 'Vietnamese']",Moderately_priced,4.2,157
17116346,Tony's of Cincinnati,Symmes,"['Seafood', 'Steak']",Priciest,4.0,110
17116205,Baba's Shawarma Grill,Cheviot/Westwood,"['Greek', 'Mediterranean', 'Middle Eastern']",Inexpensive,4.3,163
17117407,Ravis Hyderabad House,West Chester,['Indian'],Moderately_priced,4.1,161
17113340,Krimmer's Italianette Pizza,Deer Park/Madeira,"['Italian', 'Pizza', 'Sandwich']",Moderately_priced,4.5,169
17113273,Hitching Post Hyde Park Restaurant & Catering,Hyde Park/Mount Lookout,"['Breakfast', 'Burger']",Inexpensive,4.2,160
17112239,BRIO Tuscan Grille,Campbell County,['Italian'],Pricey,4.0,176
17112385,Camp Washington Chili,Price Hill/Fairmount,"['Diner', 'Sandwich', 'Chili']",Inexpensive,4.3,180
17114653,Skyline Chili,Clifton/Avondale,['Chili'],Inexpensive,4.1,194
17116596,The Firehouse Grill,Blue Ash,"['Burger', 'Pizza', 'Bar Food']",Inexpensive,3.4,162
17111923,Andy's Mediterranean Grille,Walnut Hills/Mount Adams,"['Greek', 'Mediterranean', 'Middle Eastern']",Moderately_priced,3.3,157
17116207,Tano Bistro & Catering,Loveland,"['American', 'International']",Pricey,4.5,164
17113761,Marx Hot Bagels,Blue Ash,"['Sandwich', 'Bagels']",Inexpensive,4.4,177
17116637,Abigail Street,Over-the-Rhine/Mount Auburn,"['Mediterranean', 'Tapas']",Pricey,4.2,166
17117207,Kaze,Over-the-Rhine/Mount Auburn,"['Asian', 'Japanese', 'Sushi']",Pricey,4.0,152
17116009,Tea 'n' Bowl,Clifton/Avondale,"['Asian', 'Chinese', 'Tea']",Inexpensive,4.0,56
17112934,Ferrari's Little Italy and Bakery,Deer Park/Madeira,"['Italian', 'Pizza']",Pricey,4.0,158
17114179,Pelicans Reef,Anderson Township,['Seafood'],Pricey,4.4,165
17112243,Brown Dog Cafe,Blue Ash,"['Seafood', 'American', 'Bar Food']",Pricey,4.0,150
17117121,Phoenician Taverna,Mason,"['Mediterranean', 'Middle Eastern']",Pricey,4.4,115
17117424,Sleepy Bee Cafe,Oakley/Pleasant Ridge,"['Breakfast', 'Diner', 'Sandwich']",Moderately_priced,4.0,137
17112716,Dee Felice Cafe,Covington,"['American', 'Southern', 'Cajun']",Moderately_priced,4.0,160
17114058,Otto's,Covington,"['American', 'Breakfast']",Priciest,4.1,151
17116535,Copper Blue,Milford,['American'],Moderately_priced,4.3,141
17111865,20 Brix,Milford,['Mediterranean'],Pricey,4.0,141
17114255,Pitrelli's Italian Restaraunt,Mason,"['Italian', 'Pizza', 'Bar Food']",Pricey,4.3,163
17116240,Mr. Sushi,Downtown,"['Korean', 'Seafood', 'Sushi']",Pricey,4.1,149
17114467,Rio Grande Mexican,Campbell County,"['Mexican', 'Southwestern', 'Tex-Mex']",Inexpensive,4.6,178
17114075,P.F. Chang's,Norwood,"['Asian', 'Chinese']",Pricey,3.9,166
17112868,El Coyote,Anderson Township,"['Mexican', 'Steak', 'Tex-Mex']",Pricey,4.0,152
17112409,Carlo & Johnny,Montgomery,"['Seafood', 'Steak']",Priciest,4.1,171
17116622,Holy Grail Tavern & Grille at The Banks,Downtown,"['Burger', 'Pizza', 'Bar Food']",Moderately_priced,3.5,93
17116113,Green Dog Cafe,East End/Mount Washington,['Sandwich'],Moderately_priced,3.8,147
17117010,Strongs Brick Oven Pizza,Campbell County,['Pizza'],Inexpensive,4.3,139
17113522,Kyoto,Symmes,"['Japanese', 'Sushi']",Moderately_priced,4.3,149
17112260,Buca di Beppo Italian Restaurant,Norwood,"['Italian', 'Pizza']",Pricey,3.7,149
17112987,Fratelli's Pizzeria,West Chester,"['Italian', 'Pizza', 'Sandwich']",Moderately_priced,4.1,146
17112468,Chicago Gyros and Dogs,Clifton/Avondale,"['Burger', 'Sandwich', 'Greek']",Inexpensive,4.4,149
17114606,Sichuan Bistro,Mason,['Chinese'],Moderately_priced,4.1,141
17116068,Miyako,Crescent Springs/Fort Wright,"['Japanese', 'Steak', 'Sushi']",Pricey,4.3,137
17112597,Cock & Bull Public House,Covington,"['American', 'Burger']",Moderately_priced,4.0,151
17116397,Bombay Brazier,Montgomery,['Indian'],Pricey,4.3,99
17117110,The Anchor,Over-the-Rhine/Mount Auburn,"['Bar Food', 'Seafood']",Pricey,4.0,124
17114805,Stone Creek Dining Company,Montgomery,"['American', 'Seafood', 'Steak']",Pricey,4.1,143
17112454,The Cheesecake Factory,Deer Park/Madeira,"['Desserts', 'Pizza', 'Bar Food']",Moderately_priced,3.9,159
17113242,Half Day Cafe,Wyoming/Arlington Heights/Reading,"['Breakfast', 'Coffee and Tea', 'Diner']",Inexpensive,4.3,150
17115982,Padrino,Milford,"['Italian', 'Pizza', 'Healthy Food']",Moderately_priced,4.2,125
17112151,BJ's Restaurant & Brewhouse,Springdale,"['American', 'Pizza', 'Bar Food']",Moderately_priced,4.0,133
17114152,Parker's Blue Ash Tavern,Blue Ash,"['American', 'Seafood', 'Steak']",Pricey,3.8,129
17114571,Scotti's,Downtown,['Italian'],Pricey,3.8,119
17116691,Cock & Bull Public House,Hyde Park/Mount Lookout,"['American', 'Burger']",Moderately_priced,3.4,118
17117025,Wunderbar!,Covington,"['Breakfast', 'German']",Inexpensive,4.2,113
17116305,FUSIAN,Downtown,"['Asian', 'Japanese', 'Sushi']",Inexpensive,4.5,138
17115043,Trio,Deer Park/Madeira,"['American', 'Pizza', 'Healthy Food']",Pricey,4.1,149
17113709,Mai Thai,Florence,"['Sushi', 'Thai']",Moderately_priced,4.4,146
17114740,Sorrento's Pizzeria,Norwood,"['Italian', 'Pizza']",Pricey,3.7,68
17116099,Dojo Gelato,Over-the-Rhine/Mount Auburn,"['Coffee and Tea', 'Desserts', 'Italian']",Inexpensive,4.2,150
17113241,Habits Cafe,Oakley/Pleasant Ridge,"['Burger', 'Bar Food', 'Sandwich']",Inexpensive,4.0,139
17112679,Cincy Steak & Lemonade,Clifton/Avondale,"['Burger', 'Sandwich', 'Beverages']",Inexpensive,4.4,85
17117233,Zula,Over-the-Rhine/Mount Auburn,"['Mediterranean', 'Seafood', 'Tapas']",Moderately_priced,4.0,107
17116436,Banana Leaf Modern Thai,Mason,['Thai'],Pricey,3.8,116
17115287,York St. Cafe,Campbell County,"['International', 'Sandwich']",Pricey,4.2,136
17113236,Guru India,Crescent Springs/Fort Wright,"['Indian', 'Pakistani']",Moderately_priced,4.3,133
17113986,New Krishna,Sharonville,"['Indian', 'Pakistani']",Moderately_priced,4.1,127
17112218,Bouquet Restaurant,Covington,['French'],Pricey,4.1,127
17114624,Sitwell's Coffee House,Clifton/Avondale,"['Coffee and Tea', 'Sandwich']",Inexpensive,3.6,137
17114321,Pomodori's Pizzeria and Trattoria,Montgomery,['Pizza'],Moderately_priced,4.0,98
17116923,Django Western Taco,Northside,"['American', 'Southwestern']",Inexpensive,3.9,109
17113987,New Orleans To Go,Blue Ash,"['Seafood', 'Southern', 'Cajun']",Moderately_priced,4.5,107
16965115,Melt Bar and Grilled,Independence,"['Burger', 'Sandwich', 'Vegetarian']",Moderately_priced,4.0,116
17113452,Kabuto Japanese Steakhouse and Sushi Bar,Colerain Township,"['Japanese', 'Steak', 'Sushi']",Pricey,4.3,134
17116229,Aroma Restaurant and Sushi,Deer Park/Madeira,"['Japanese', 'Sushi', 'Thai']",Pricey,3.7,101
17114480,Rocafella's Pizza A Taste of New York,Sharonville,"['Pizza', 'Sandwich']",Moderately_priced,4.4,113
17116883,Flipdaddy's Burgers & Beers,Symmes,"['Burger', 'Bar Food', 'Healthy Food']",Pricey,3.7,109
17115131,Washington Platform Saloon,Downtown,"['Bar Food', 'Sandwich', 'Seafood']",Pricey,3.7,117
17112622,Comet,Northside,"['Mexican', 'Bar Food']",Pricey,4.0,137
17113359,J. Alexander's - Redlands Grill,Norwood,"['Bar Food', 'Sandwich', 'Steak']",Pricey,4.0,135
17115003,Thai Taste,Cheviot/Westwood,"['Asian', 'Sushi', 'Thai']",Moderately_priced,4.4,114
17116299,Deep India Restaurant,Clifton/Avondale,['Indian'],Inexpensive,4.6,127
17117362,Holtman's Donut Shop,Over-the-Rhine/Mount Auburn,"['Coffee and Tea', 'Donuts']",Inexpensive,4.3,126
17114575,Sebastian's,Cheviot/Westwood,"['Greek', 'Mediterranean', 'Healthy Food']",Inexpensive,4.2,136
17113916,Mokka and the Sunset Bar & Grill,Campbell County,"['Breakfast', 'Burger', 'Bar Food']",Inexpensive,4.0,114
17114972,Taqueria Mercado,Fairfield,['Mexican'],Inexpensive,4.2,120
17111900,Allyn's,East End/Mount Washington,"['Mexican', 'Southwestern', 'Cajun']",Moderately_priced,3.6,120
17117665,Swad Indian,College Hill/Mt Healthy,"['Indian', 'Vegetarian']",Inexpensive,4.1,96
17112237,Brij Mohan Indian Sweets & Restaurant,Sharonville,"['Indian', 'Vegetarian']",Moderately_priced,4.4,109
17113413,Jim Dandy's BBQ,Sharonville,"['BBQ', 'Southern']",Moderately_priced,3.9,117
17115002,Thai Namtip,Monfort Heights/White Oak,"['Sushi', 'Thai']",Moderately_priced,4.4,118
17114568,Schoolhouse Restaurant,Milford,"['American', 'Southern']",Moderately_priced,4.3,109
17117280,Fifty West Brewing Company,Plaineville,['Sandwich'],Pricey,4.0,119
17117042,Quan Hapa,Over-the-Rhine/Mount Auburn,"['Asian', 'Vietnamese']",Moderately_priced,4.0,108
17112169,Bluebird Restaurant,Norwood,"['American', 'Breakfast', 'Sandwich']",Inexpensive,4.1,95
17116761,Cloud 9 Sushi,Hyde Park/Mount Lookout,['Sushi'],Moderately_priced,4.2,96
17115067,Uncle Yip's Seafood and Dim Sum,Sharonville,"['Chinese', 'Dim Sum']",Moderately_priced,4.2,105
17114706,Slatts Pub,Blue Ash,"['American', 'Bar Food']",Moderately_priced,3.9,112
17117240,Seasons 52,Norwood,"['European', 'Healthy Food']",Pricey,3.8,89
17113227,Greyhound Tavern,Crescent Springs/Fort Wright,"['American', 'Bar Food', 'Southern']",Moderately_priced,4.2,128
17114482,Knockback Nats,Downtown,"['Burger', 'Bar Food', 'Sandwich']",Inexpensive,4.2,81
17116235,Abby Girl Sweets,Downtown,[],Inexpensive,4.1,110
17116630,Ali Baba Mediterranean Grill,Madisonville,"['Greek', 'Mediterranean', 'Turkish']",Moderately_priced,4.1,95
17111915,Anchor Grill,Covington,"['Coffee and Tea', 'Diner', 'Sandwich']",Inexpensive,3.9,117
17115362,Eddie Merlot's,Montgomery,"['Seafood', 'Steak']",Priciest,3.8,102
17113931,Morton's The Steakhouse,Downtown,['Steak'],Priciest,3.9,109
17114172,Paxton's Grill,Loveland,"['Burger', 'Bar Food', 'Sandwich']",Inexpensive,4.1,107
17114254,Pit To Plate BBQ,College Hill/Mt Healthy,"['BBQ', 'Southern']",Inexpensive,4.0,112
17114520,Rusty Bucket Restaurant and Tavern,Hyde Park/Mount Lookout,"['Burger', 'Bar Food', 'Sandwich']",Moderately_priced,3.8,102
17111963,Aponte's Pizzeria,Mason,"['Italian', 'Pizza', 'Sandwich']",Inexpensive,4.1,94
17116396,Asian Paradise Restaurant,Symmes,"['Asian', 'Chinese', 'Sushi']",Pricey,4.1,98
17116408,Mellow Mushroom,Cold Spring/Alexandria,"['Pizza', 'Sandwich']",Moderately_priced,3.9,114
17116970,Giovanni's Family Italian Restaurante,Cheviot/Westwood,"['Italian', 'Pizza']",Moderately_priced,4.0,94
17113968,National Exemplar Restaurant,Mariemont,['American'],Moderately_priced,4.1,109
17113171,The Golden Lamb,Lebanon,['American'],Priciest,3.8,100
17115284,Yat Ka Mein Noodle House,Oakley/Pleasant Ridge,"['Asian', 'Chinese']",Moderately_priced,4.1,104
17114028,Oakley Pub and Grill,Oakley/Pleasant Ridge,"['Bar Food', 'Sandwich']",Inexpensive,4.1,102
17114522,Ruthai's Thai Kitchen,Hyde Park/Mount Lookout,"['Asian', 'Sushi', 'Thai']",Moderately_priced,4.3,115
17113299,Hot Doggin' It,Downtown,"['Burger', 'Fast Food']",Inexpensive,4.2,104
17113694,Mac's Pizza Pub,Clifton/Avondale,"['Pizza', 'Bar Food', 'Sandwich']",Moderately_priced,4.2,110
17115927,Viva Tequila,Mason,['Mexican'],Moderately_priced,4.1,61
17111880,Abuelo's Mexican Food Embassy,Mason,"['Mexican', 'Tex-Mex']",Moderately_priced,3.7,113
17114316,Pleasant Ridge Chili,Oakley/Pleasant Ridge,"['Breakfast', 'Sandwich', 'Chili']",Inexpensive,4.4,114
17115967,Aroma's Java & Gelato Cafe,Cheviot/Westwood,"['American', 'Cafe', 'Desserts']",Inexpensive,4.3,74
17115932,Izen's Drunken Bento,Clifton/Avondale,"['Asian', 'Korean', 'Sushi']",Inexpensive,4.1,71
17112261,Buckhead Mountain Grill,Campbell County,"['Burger', 'Bar Food', 'Sandwich']",Moderately_priced,3.7,102
17115332,Fuji Steak House,Hyde Park/Mount Lookout,"['Asian', 'Japanese', 'Sushi']",Pricey,3.8,95
17117183,Metropole,Downtown,[],Priciest,3.9,99
17116595,Meritage,Springdale,"['Seafood', 'Steak']",Pricey,4.1,85
17112136,Biagio's Bistro,Clifton/Avondale,"['Italian', 'Sandwich', 'Healthy Food']",Pricey,4.1,102
17117026,Bite Restaurant,Milford,['International'],Moderately_priced,3.8,75
17112225,BRAVO Cucina Italiana,West Chester,['Italian'],Pricey,4.1,113
17112887,Embers,Deer Park/Madeira,"['American', 'Steak', 'Sushi']",Priciest,3.8,106
17115364,Dingle House Irish Pub,West Chester,"['British', 'Bar Food']",Moderately_priced,3.7,102
17113200,Grandview Tavern & Grille,Crescent Springs/Fort Wright,"['Pizza', 'Seafood', 'Steak']",Pricey,4.1,97
17116220,Butterbee's American Grille,Anderson Township,"['Burger', 'Bar Food', 'Sandwich']",Moderately_priced,4.1,102
17115995,Kanak India,Montgomery,"['Indian', 'Vegetarian']",Moderately_priced,4.3,109
17117175,Alfio's Buon Cibo,Hyde Park/Mount Lookout,"['International', 'Italian', 'Steak']",Pricey,4.0,83
17114410,Ramundo's Pizzeria & Deli,Hyde Park/Mount Lookout,"['Pizza', 'Sandwich']",Inexpensive,4.2,114
17112203,Bonefish Grill,Hyde Park/Mount Lookout,['Seafood'],Pricey,3.9,107
17112604,Coffee Emporium,Over-the-Rhine/Mount Auburn,"['Coffee and Tea', 'Sandwich']",Inexpensive,4.2,115
17114970,Taqueria Maya,Symmes,['Mexican'],Pricey,4.3,101
17115128,Walt's Hitching Post,Crescent Springs/Fort Wright,"['BBQ', 'Southern']",Moderately_priced,3.8,84
17114364,The Pub at Rookwood Mews,Hyde Park/Mount Lookout,['British'],Moderately_priced,3.9,105
17116422,Joe's Diner,Over-the-Rhine/Mount Auburn,"['Breakfast', 'Diner', 'Sandwich']",Inexpensive,4.0,95
17113949,Mt. Adams Bar and Grill,Walnut Hills/Mount Adams,"['Burger', 'Bar Food', 'Sandwich']",Inexpensive,4.0,104
17116628,Trinity Gastro Pub,West Chester,"['American', 'Burger', 'Bar Food']",Moderately_priced,3.7,79
17116143,Island Frydays,Clifton/Avondale,"['Caribbean', 'Sandwich', 'Seafood']",Moderately_priced,4.3,87
17116006,Cock & Bull Public House,Springdale,"['Burger', 'British', 'Bar Food']",Moderately_priced,3.9,92
17111882,Acapulco Mexican Restaurant,Fairfield,"['Mexican', 'Tex-Mex']",Moderately_priced,4.4,105
17114732,Song Long,Golf Manor,"['Chinese', 'Vietnamese']",Moderately_priced,4.0,82
17113909,Mitchell's Fish Market,West Chester,"['Seafood', 'Steak']",Pricey,3.9,96
17112116,Behle Street by Sheli,Crescent Springs/Fort Wright,"['Diner', 'Bar Food', 'Sandwich']",Pricey,3.8,84
17116863,Keystone Bar & Grill,Hyde Park/Mount Lookout,"['Burger', 'Bar Food', 'Sandwich']",Inexpensive,3.7,92
17112408,Carl's Deli,Hyde Park/Mount Lookout,"['Sandwich', 'Healthy Food']",Inexpensive,4.4,97
17116121,Peewee's Place,Crescent Springs/Fort Wright,"['Burger', 'Bar Food', 'Sandwich']",Inexpensive,4.2,80
17113052,Fuji Steak House,Florence,"['Japanese', 'Sushi']",Pricey,4.1,84
17114079,The Palace Restaurant,Downtown,"['American', 'Breakfast']",Pricey,3.8,76
17113859,Mecklenburg Gardens,Clifton/Avondale,"['Burger', 'German', 'Bar Food']",Pricey,3.9,103
17116519,Sawasdee Thai Cuisine,Fairfield,['Thai'],Inexpensive,4.0,78
17115059,Twin Dragon Buffet and Grill,West Chester,['Chinese'],Moderately_priced,4.3,100
17112121,Bellevue Bistro,Campbell County,"['Breakfast', 'Coffee and Tea', 'Sandwich']",Inexpensive,4.1,84
17115303,Amma's Kitchen,Golf Manor,"['Indian', 'Vegetarian']",Moderately_priced,4.1,91
17116202,El Toro,Hyde Park/Mount Lookout,"['Mexican', 'Tex-Mex']",Pricey,4.0,85
17113902,Mirage Mediterranean,Symmes,"['Greek', 'Mediterranean', 'Middle Eastern']",Moderately_priced,3.9,93
17112452,Cheddar's Scratch Kitchen,Florence,['American'],Moderately_priced,4.1,100
17116003,City View Tavern,Walnut Hills/Mount Adams,"['Burger', 'Bar Food', 'Sandwich']",Pricey,3.9,90
17117152,Ruth's Chris Steak House,Downtown,"['American', 'Seafood', 'Steak']",Priciest,3.7,68
17113348,J & J Restaurant,Cheviot/Westwood,"['Breakfast', 'Sandwich', 'Chili']",Inexpensive,4.5,74
17114730,Soho Japanese Bistro,West Chester,"['Japanese', 'Seafood', 'Sushi']",Pricey,3.9,85
17115987,Loving Hut,Oakley/Pleasant Ridge,"['Sandwich', 'Healthy Food']",Inexpensive,4.1,76
17113910,Miyoshi Japanese,Florence,"['Japanese', 'Seafood', 'Sushi']",Moderately_priced,4.2,96
17116215,Brothers Bar and Grill,Campbell County,"['Burger', 'Bar Food', 'Sandwich']",Moderately_priced,2.2,74
17113504,King Wok,Clifton/Avondale,"['Asian', 'Chinese', 'Dim Sum']",Inexpensive,4.2,95
17113868,The Melting Pot of Cincinnati,Symmes,['French'],Pricey,3.8,92
17115008,Through the Garden,Blue Ash,"['American', 'Sandwich', 'Seafood']",Moderately_priced,3.7,78
17115299,Zola Pub & Grill,Covington,"['Burger', 'Bar Food', 'Sandwich']",Inexpensive,4.0,84
17112734,deSha's American Tavern,Symmes,"['Burger', 'Bar Food', 'Steak']",Pricey,3.7,84
17114053,Oriental Wok,Crescent Springs/Fort Wright,['Chinese'],Moderately_priced,4.2,98
17116389,House of Bangkok Thai Cuisine,Fairfield,"['Thai', 'Vegetarian']",Inexpensive,4.1,73
17114431,Red Robin Gourmet Burgers,West Chester,"['American', 'Burger', 'Sandwich']",Moderately_priced,4.0,89
17112757,Dixie Chili,Campbell County,"['Diner', 'Chili']",Inexpensive,4.2,82
17112038,Asiana Hyde Park Thai & Sushi,Hyde Park/Mount Lookout,"['Asian', 'Sushi', 'Thai']",Moderately_priced,4.4,80
17116412,Alabama Que,Clifton/Avondale,"['BBQ', 'Southern', 'Vegetarian']",Inexpensive,3.9,62
17117676,Stone Bowl,Oakley/Pleasant Ridge,"['Korean', 'Sushi', 'Ramen']",Moderately_priced,3.8,68
17116509,Curries - The Flavor of India,Sharonville,"['Indian', 'Vegetarian']",Moderately_priced,3.8,64
17114373,Quarter Bistro,Mariemont,"['French', 'Steak']",Pricey,3.9,94
17116579,The Indian Bistro,Withamsville,['Indian'],Inexpensive,4.1,79
17112138,Big Art's BBQ Grille,Colerain Township,"['BBQ', 'Sandwich']",Moderately_priced,4.4,86
17112902,Essencha Tea House & Fine Teas,Oakley/Pleasant Ridge,"['Sandwich', 'Vegetarian', 'Tea']",Inexpensive,4.0,73
17113590,Latitudes,Anderson Township,"['International', 'Mediterranean', 'Burger']",Moderately_priced,3.9,81
17116594,Tavern on the Bend,Monfort Heights/White Oak,"['Burger', 'Bar Food', 'Sandwich']",Inexpensive,4.0,59
17112948,First Watch,Downtown,"['Breakfast', 'Diner', 'Sandwich']",Inexpensive,4.0,93
17111919,Ando Japanese Restaurant,Blue Ash,"['Asian', 'Japanese', 'Sushi']",Moderately_priced,4.2,84
17114632,Sky Galley,East End/Mount Washington,['American'],Moderately_priced,3.9,81
17114505,The Root Beer Stand,Sharonville,"['Burger', 'Fast Food']",Inexpensive,4.1,82
17117331,Buona Terra: Gelato - Macarons - Crepes,Hyde Park/Mount Lookout,"['Desserts', 'Ice Cream']",Inexpensive,4.0,62
17111892,Akash India,Downtown,"['Indian', 'Pakistani']",Moderately_priced,3.9,90
17113675,Lu Lu's Noodle & Rice Shop,Springdale,"['Asian', 'Chinese', 'Thai']",Inexpensive,4.1,92
17116826,El Jinete,Montgomery,['Mexican'],Inexpensive,3.9,48
17113971,Nectar,Hyde Park/Mount Lookout,"['American', 'International', 'Southwestern']",Pricey,4.0,75
17116577,Blinkers Tavern,Covington,"['Burger', 'Seafood', 'Steak']",Moderately_priced,3.9,69
17113766,Maury's Tiny Cove Steak House,Cheviot/Westwood,"['Burger', 'Seafood', 'Steak']",Pricey,3.9,79
17117674,Hang Over Easy,Clifton/Avondale,"['Fast Food', 'Sandwich']",Inexpensive,3.9,58
17117344,SwampWater Grill & Smokehouse,East End/Mount Washington,"['BBQ', 'Seafood', 'Cajun']",Moderately_priced,3.8,52
17112334,Busken Bakery,Hyde Park/Mount Lookout,['Desserts'],Inexpensive,4.0,65
17114428,Red Pepper,Clifton/Avondale,"['Asian', 'Chinese']",Inexpensive,3.8,88
17112240,Bronte Bistro,Hyde Park/Mount Lookout,"['American', 'Breakfast', 'Healthy Food']",Moderately_priced,3.9,78
17116723,Sushi Monk,West Chester,"['Japanese', 'Seafood', 'Sushi']",Pricey,3.8,65
17115252,Wild Mike's,Cheviot/Westwood,"['Burger', 'Bar Food']",Inexpensive,4.2,90
17117460,Piada Italian Street Food,Hyde Park/Mount Lookout,"['Italian', 'Sandwich', 'Healthy Food']",Inexpensive,3.8,73
17117144,Mellow Mushroom,West Chester,"['Italian', 'Pizza', 'Sandwich']",Moderately_priced,3.5,74
17116243,Bucks Tavern,Landen,"['Burger', 'Bar Food', 'Sandwich']",Inexpensive,3.9,38
17116978,Royal Taj,Anderson Township,['Indian'],Inexpensive,3.8,82
